"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1025.5","...","1027.8","2019-01-01 09:10","1023.7","2019-01-01 14:31","18.6","19.7","2019-01-01 11:18","17.8","2019-01-01 19:41","...","99","99","2019-01-01 00:01","5.6","26","12.7","19","2019-01-01 19:50","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1024.6","...","1027.3","2019-01-02 09:08","1022.2","2019-01-02 14:26","18.0","19.6","2019-01-02 13:22","16.7","2019-01-02 04:25","...","99","99","2019-01-02 00:01","2.0","8","9.1","16","2019-01-02 00:30","10.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1023.9","...","1025.8","2019-01-03 08:56","1022.5","2019-01-03 03:13","19.4","21.0","2019-01-03 22:05","17.3","2019-01-03 05:11","...","99","99","2019-01-03 00:01","2.9","25","10.4","16","2019-01-03 15:27","4.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1021.0","...","1023.8","2019-01-04 00:01","1018.0","2019-01-04 15:06","21.0","24.4","2019-01-04 14:41","17.6","2019-01-04 07:02","...","99","99","2019-01-04 00:01","2.7","226","11.7","167","2019-01-04 15:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1018.4","...","1019.8","2019-01-05 20:22","1016.7","2019-01-05 13:01","21.0","25.8","2019-01-05 10:48","18.1","2019-01-05 07:01","...","X","99","2019-01-05 00:01","3.0","7","9.6","33","2019-01-05 16:54","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1020.2","...","1022.2","2019-01-06 20:17","1017.8","2019-01-06 03:25","20.2","22.1","2019-01-06 11:36","18.8","2019-01-06 22:11","...","X","99","2019-01-06 00:01","3.2","32","15.0","40","2019-01-06 12:34","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1019.7","...","1021.9","2019-01-07 08:55","1018.0","2019-01-07 14:20","20.3","22.7","2019-01-07 12:26","18.0","2019-01-07 05:21","...","X","99","2019-01-07 00:01","1.9","57","5.6","50","2019-01-07 12:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1019.5","...","1022.0","2019-01-08 22:42","1017.6","2019-01-08 14:29","20.1","23.3","2019-01-08 10:51","17.9","2019-01-08 06:01","...","X","99","2019-01-08 00:01","3.9","36","14.3","42","2019-01-08 14:55","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1022.2","...","1024.8","2019-01-09 07:44","1020.4","2019-01-09 23:56","19.9","21.1","2019-01-09 14:06","18.9","2019-01-09 23:52","...","X","99","2019-01-09 00:01","4.0","28","14.3","9","2019-01-09 02:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1018.4","...","1020.5","2019-01-10 00:02","1016.3","2019-01-10 14:18","21.2","25.0","2019-01-10 10:51","17.8","2019-01-10 02:41","...","X","99","2019-01-10 00:01","2.2","227","6.0","56","2019-01-10 11:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
